Air Pressure (Hecta pascals),Air temp (deg celcius),Humidity (%),maximum Wind speed (km/h),water pressure (decibar),water temp (deg celcius)
1004,28.1,77.7,17.64,5.997,29.4253
1004.2,28.1,79.8,17.64,6.04,29.4248
1004.1,28.1,79,18.36,6.081,29.4242
1004.2,28.1,80,20.52,6.115,29.4201
1004.3,28.1,78.4,21.6,6.158,29.3982
1004.5,28.2,78.3,23.04,6.201,29.3824
1004.6,28.2,78.8,23.04,6.237,29.3687
1004.7,28.4,78.9,24.12,6.274,29.3405
1004.8,28.4,78.3,25.2,6.311,29.2932
1004.9,28.4,76.7,24.48,6.347,29.2809
1005.1,28.5,76.1,26.28,6.378,29.2599
1005.1,28.6,76.2,25.2,6.405,29.2031
1005.1,28.7,74.6,29.52,6.432,29.1493
1005.1,28.7,76.5,28.08,6.451,29.1666
1005.1,28.6,77.1,30.24,6.472,29.189
1005.2,28.6,77.1,32.04,6.49,29.2397
1005.3,28.5,76.5,29.88,6.51,29.26
1005.3,28.4,76.5,34.56,6.532,29.2365
1005.1,28.4,76.2,31.32,6.546,29.0412
1005.1,28.3,76.9,31.68,6.561,29.0228
1005.1,28.2,75.3,28.44,6.582,29.0305
1005,28.3,75.8,30.6,6.593,28.9396
1004.9,28.4,74.2,29.88,6.609,28.9275
1004.7,28.4,73.8,27.72,6.629,28.939
1004.4,28.3,74.1,27,6.647,28.9477
1004.3,28.3,75,29.88,6.66,28.9712
1004,28.3,75.8,29.88,6.676,29.1105
1003.9,28.2,75.6,29.52,6.697,29.1573
1003.9,28.3,76.1,30.6,6.712,29.2185
1003.9,28.3,74.3,30.24,6.729,29.2279
1003.8,28.4,76.2,30.6,6.75,29.2532
1003.8,28.4,74,29.52,6.773,29.2559
1003.7,28.4,73.7,30.96,6.785,29.276
1003.7,28.5,73.2,29.16,6.807,29.3618
1003.5,28.4,74.2,29.16,6.815,29.3867
1003.3,28.3,75.6,30.96,6.83,29.4049
1003.2,28.4,77.6,32.76,6.841,29.4127
1003.1,28.2,77.8,32.04,6.856,29.417
1003.2,28.3,78,31.68,6.866,29.4244
1003.2,28.4,77.9,30.24,6.874,29.4247
1003.2,28.4,77.4,29.52,6.874,29.4247
1003.1,28.4,77.8,29.88,6.881,29.4273
1003.1,28.4,77.7,29.88,6.884,29.4285
1003.2,28.3,77.4,30.6,6.883,29.4276
1003.1,28.4,77.7,29.52,6.879,29.4285
1003,28.4,77.9,29.88,6.87,29.4257
1002.7,28.4,78.2,28.8,6.856,29.4242
1002.7,28.3,78.7,35.64,6.84,29.4216
1002.7,25.4,87.9,41.04,6.822,29.418
1002.3,26.7,92.4,36,6.812,29.4153
1002.1,27,85,37.08,6.792,29.412
1002.1,27.8,83.1,34.56,6.77,29.4102
1002.3,28.2,81.5,37.44,6.743,29.4065
1002.5,28.3,76.5,35.28,6.716,29.3982
1002.7,28.3,78.5,33.12,6.685,29.3946
1002.8,28.3,78.1,29.88,6.653,29.3888
1002.8,28.3,77.6,30.96,6.621,29.3878
1002.7,28.4,77,32.4,6.589,29.3873
1002.7,28.4,78.2,29.88,6.548,29.3883
1002.6,28.3,77.5,30.6,6.513,29.3883
1002.7,28.3,78.2,29.16,6.47,29.386
1002.7,28.3,77.8,27.72,6.433,29.3842
1002.7,28.4,76.2,28.08,6.389,29.3737
1002.9,28.4,77.3,28.08,6.346,29.3668
1003,28.4,77.1,28.44,6.308,29.3593
1003.2,28.4,78.7,29.88,6.263,29.3502
1003.3,28.4,78.1,30.6,6.222,29.349
1003.4,28.4,76.8,31.68,6.18,29.344
1003.6,28.4,77.2,32.76,6.136,29.3419
1003.9,28.5,77.6,32.4,6.095,29.3397
1004,28.5,75.8,29.16,6.053,29.3359
1004.2,28.5,79.1,29.16,6.009,29.3316
1004.2,28.2,76.8,29.16,5.97,29.341
1004.1,28.2,74.6,29.88,5.932,29.3627
1004.1,27,79,34.56,5.888,29.3839
1004.3,26.7,83.9,32.04,5.86,29.3969
1004.6,25.7,86.4,28.8,5.824,29.3959
1004.9,25.7,88.4,13.68,5.787,29.3993
1004.3,26.2,91.7,29.88,5.757,29.4008
1004.2,25.6,86.5,39.96,5.73,29.3996
1004.5,26,81.6,25.2,5.702,29.3957
1004.5,26.3,82.7,15.84,5.675,29.3793
1004.8,26.4,84.1,21.96,5.656,29.3662
1004.7,26,83.5,21.24,5.635,29.3696
1005,25.4,83.3,23.76,5.613,29.3531
1004.3,24.8,88.8,20.52,5.595,29.2837
1004.5,25.3,90.1,15.48,5.582,29.2577
1005,26,91,34.2,5.565,29.1999
1005.1,25.8,89.5,28.44,5.56,29.1679
1004.9,25.8,89.4,9.36,5.555,29.1488
1004.8,25.7,88.2,12.24,5.556,29.1523
1004.8,25.8,87.5,9,5.558,29.1644
1004.7,26,87.7,8.64,5.56,29.1949
1004.5,26.1,87.4,9,5.561,29.2365
1004.3,26.1,87.6,10.8,5.563,29.3097
1004.1,25.9,87.6,11.16,5.563,29.3468
1004.1,26.1,86.8,10.44,5.564,29.3805
1004,26.2,87.9,10.08,5.567,29.3896
1003.9,26.2,87.9,9,5.574,29.3987
1003.8,26.2,87.4,10.08,5.574,29.4044
1003.7,26.3,86.8,9,5.582,29.4038
1003.5,26.3,85.2,5.4,5.582,29.3981
1003.3,26.5,84.8,7.2,5.59,29.3972
1003,26.6,84,9,5.588,29.3963
1002.8,26.8,84.8,9.72,5.584,29.3948
1002.6,26.9,83.9,10.08,5.578,29.3944
1002.5,27,84.1,12.24,5.568,29.386
1002.5,27.1,83.9,12.24,5.561,29.3717
1002.4,27.2,83.3,12.96,5.558,29.3667
1002.4,27.2,82.5,12.6,5.548,29.3678
1002.6,27.3,82.1,12.24,5.537,29.3712
1002.5,27.3,83.4,12.24,5.535,29.3717
1002.5,27.3,82.2,12.24,5.536,29.3674
1002.4,27.4,83.5,16.2,5.538,29.3627
1002.4,27.4,82.6,15.84,5.535,29.3543
1002.3,27.4,82.9,16.92,5.528,29.3457
1002.3,27.4,82.2,19.8,5.535,29.336
1002.2,27.5,82.1,18.36,5.526,29.3275
1002.2,27.6,82.2,14.76,5.527,29.3278
1002.1,27.3,80.4,23.04,5.534,29.33
1002.1,27.6,77.4,13.68,5.551,29.3308
1002,27.9,75.1,16.2,5.565,29.3295
1002,27.5,79.4,20.16,5.581,29.3291
1002.2,27.6,77.4,17.28,5.594,29.3295
1002.2,27.5,77.6,16.56,5.597,29.3348
1002,27.4,77.5,15.48,5.616,29.3366
1001.8,27.4,77.1,15.84,5.636,29.341
1002,27.2,80.7,21.24,5.655,29.3471
1002.4,27,80.2,20.52,5.68,29.3515
1002.5,26.9,81.5,18,5.71,29.3515
1002.6,27,81.1,18.36,5.74,29.3537
1002.5,26.9,84.4,18.72,5.778,29.3563
1002.6,26.7,84,19.08,5.809,29.3609
1002.7,26.7,84.3,18,5.843,29.3681
1002.9,26.4,85.2,19.08,5.878,29.3724
1003,26.4,85.4,21.24,5.919,29.3764
1003.3,26.2,83.7,19.08,5.954,29.3829
1003.4,26.4,84.4,12.96,5.981,29.3881
1003.4,26.4,84.9,14.76,6.031,29.3926
1003.4,26.6,84.6,21.6,6.078,29.3943
1003.5,26.4,84.4,21.96,6.116,29.3994
1003.8,26.5,83.8,15.48,6.164,29.4021
1003.9,26.7,82.5,15.84,6.198,29.4047
1003.9,26.7,84,15.48,6.25,29.4108
1004,26.7,83.1,18,6.282,29.4096
1004.1,26.9,82.8,21.6,6.318,29.4149
1004.1,26.9,81.7,21.96,6.359,29.4149
1004.2,26.9,80.1,20.52,6.398,29.4204
1004.2,27.2,81.3,19.08,6.435,29.4208
1004.2,27.2,80.8,20.16,6.476,29.4232
1004.3,27,82.7,22.32,6.506,29.4306
1004.3,26.9,82.6,20.52,6.545,29.4368
1004.6,27,83.4,20.88,6.577,29.4417
1004.7,27,83.2,20.88,6.613,29.4506
1004.7,27.1,85.5,24.12,6.642,29.4504
1004.8,26.9,85.5,26.64,6.667,29.4578
1004.9,27,86.3,28.08,6.71,29.462
1004.9,27,85.5,28.08,6.723,29.4739
1004.9,26.9,84.2,28.08,6.759,29.4624
1004.8,26.9,82.9,26.28,6.775,29.4804
1004.7,27,82.4,27.72,6.794,29.4834
1004.9,26.9,84.6,27,6.819,29.4744
1005,26.8,84.9,29.88,6.834,29.4605
1004.9,26.8,85.1,29.16,6.831,29.4544
1004.9,27,83.8,30.24,6.851,29.4568
1004.7,27.2,80,31.32,6.864,29.4553
1004.6,27.3,81.3,31.68,6.873,29.4596
1004.6,27.4,82.5,32.04,6.875,29.4723
1004.4,27.3,81.1,32.4,6.869,29.4883
1004.1,27.3,79.7,32.76,6.881,29.4876
1004,27.4,81.7,33.84,6.899,29.4848
1003.8,27.4,81.2,34.92,6.893,29.4753
1003.7,27.3,81.1,36.36,6.91,29.4753
1003.7,27.4,82.4,36.36,6.903,29.4781
1003.7,27.4,83.5,32.4,6.939,29.4895
1003.8,27.4,82.1,32.4,6.913,29.4877
1003.9,27.3,82,30.6,6.928,29.4839
1004,27.4,83.9,30.96,6.925,29.4796
1004,27.4,81.2,30.24,6.94,29.4704
1003.7,27.4,82.8,35.28,6.948,29.4642
1003.7,27.5,83.4,34.2,6.961,29.451
1003.5,27.4,83.6,32.04,6.965,29.4319
1003.4,27.4,82.9,31.32,6.966,29.4235
1003.1,27.6,81.7,33.12,6.961,29.4173
1003,27.5,82.3,32.4,6.979,29.4211
1003.1,27.6,82.6,30.96,6.977,29.4332
1003.1,27.6,82.4,28.8,6.977,29.4819
1003,27.7,81.1,30.6,6.982,29.5122
1002.9,27.8,81.3,30.6,6.975,29.5263
1002.9,27.8,80.9,31.32,6.957,29.5346
1002.8,27.8,81.5,31.32,6.958,29.5392
1002.8,27.5,86.1,30.96,6.953,29.5441
1002.8,27.3,84.7,33.12,6.949,29.5536
1002.7,27.2,83.3,32.76,6.925,29.5659
1002.5,27.4,78.5,38.52,6.924,29.5743
1002.7,27.6,78,36,6.899,29.5768
1002.7,27.6,79.9,27.72,6.892,29.5782
1002.8,27.6,83.1,29.16,6.872,29.5815
1002.9,27.3,83.3,30.24,6.854,29.584
1002.9,27.5,77.5,27.36,6.829,29.5878
1002.9,27.5,76.8,25.56,6.798,29.5916
1003.2,27.6,78,27,6.769,29.5952
1003.3,27.3,79.9,24.48,6.743,29.5956
1003.2,27.4,77.9,23.76,6.711,29.5975
1003.3,27.6,77.8,24.48,6.667,29.602
1003.3,27.5,76.1,23.76,6.642,29.6017
1003.3,27.6,82,23.4,6.614,29.5965
1003.4,27.5,80.8,25.2,6.584,29.5904
1003.2,27.6,79.7,26.64,6.536,29.5911
1003.4,27.6,78.1,28.08,6.5,29.5926
1003.3,27.7,77.9,28.8,6.445,29.5992
1003.5,27.7,80.8,29.16,6.407,29.6032
1003.6,27.7,82.5,27.72,6.362,29.6011
1003.8,27.7,82.4,27.36,6.317,29.5833
1003.7,27.6,82.7,29.16,6.271,29.5736
1003.8,27.8,77.5,30.6,6.223,29.5684
1003.7,28,78.1,33.48,6.18,29.5725
1003.8,28,80.5,32.76,6.136,29.575
1003.9,28.1,80.2,33.48,6.103,29.5762
1003.9,28.1,79.6,33.48,6.045,29.5785
1004,28.1,77.6,31.68,6.017,29.5741
1003.9,28.1,78.3,29.88,5.989,29.5718
1003.9,28.2,77,30.6,5.938,29.5722
1003.9,28.2,76.9,30.6,5.902,29.5752
1003.9,28.4,78.6,31.68,5.859,29.5743
1004,28.3,78.2,32.04,5.83,29.5734
1004.1,28.3,77.6,32.4,5.803,29.5753
1004.1,28.4,78.7,32.4,5.763,29.5779
1004.2,28.5,78.2,31.32,5.752,29.5795
1004.2,28.5,79.5,36.72,5.727,29.5767
1004.1,28.5,79.1,35.28,5.699,29.5798
1004.1,28.4,78.5,36,5.684,29.5783
1004.1,28.4,78.5,36.72,5.662,29.5779
1004.1,28.3,78,34.92,5.652,29.5781
1004.1,28.3,80.8,33.12,5.647,29.5794
1003.9,28.3,80.6,31.68,5.633,29.5808
1003.9,28.4,80.2,31.68,5.623,29.5782
1003.8,28.3,80.8,37.44,5.613,29.5721
1003.7,28.3,79.6,34.2,5.613,29.5666
1003.6,28.5,79.6,34.2,5.608,29.5615
1003.6,28.5,81.2,36.72,5.609,29.5593
1003.4,28.6,79.5,32.04,5.615,29.5495
1003.3,28.5,77.8,33.12,5.607,29.5377
1003.3,28.6,76.5,30.6,5.606,29.5285
1003.2,28.5,77.2,28.44,5.616,29.5214
1003.1,28.5,78.9,26.64,5.621,29.515
1002.8,28.5,77.9,28.8,5.621,29.5131
1002.7,28.6,78.8,27.72,5.63,29.5094
1002.5,28.6,79.5,28.08,5.622,29.5076
1002.4,28.6,79.7,30.24,5.617,29.5061
1002.3,28.6,77.4,28.8,5.617,29.5006
1002.2,28.6,75.4,28.8,5.603,29.4993
1002.2,28.6,76.6,29.88,5.6,29.4962
1002.1,28.6,78.4,28.8,5.589,29.4895
1002,28.6,77.2,27,5.589,29.4843
1002,28.7,76.4,27.72,5.585,29.4788
1002,28.7,75.6,26.28,5.574,29.4747
1001.8,28.8,76.3,26.64,5.555,29.4705
1001.6,28.8,78.9,25.92,5.547,29.4697
1001.5,28.7,77.6,25.92,5.533,29.4746
1001.4,28.8,78.7,27.72,5.524,29.4762
1001.3,28.7,77,28.44,5.511,29.4806
1001.1,28.9,75.8,26.64,5.501,29.4833
1001,28.9,75.6,27,5.506,29.4902
1000.9,28.9,75.2,28.08,5.497,29.4987
1000.8,28.9,76.3,29.16,5.5,29.5063
1000.7,28.8,74.9,30.24,5.491,29.5071
1000.7,28.8,77.2,30.6,5.486,29.5011
1001,28.8,76.7,29.16,5.491,29.4933
1001.1,28.9,76.2,28.08,5.497,29.4898
1001.3,29,75.9,26.64,5.5,29.4859
1001.2,29,75.5,25.92,5.499,29.4812
1001.3,29,76.6,30.24,5.509,29.478
1001.3,29,74.3,31.32,5.51,29.4723
1001.4,28.9,77.6,31.68,5.523,29.4654
1001.4,28.9,78,33.48,5.534,29.4583
1001.6,28.8,77.5,32.04,5.547,29.451
1001.7,28.9,79.1,33.84,5.555,29.4476
1001.8,28.8,78.6,34.56,5.585,29.4429
1002.1,28.9,76.6,38.52,5.581,29.4373
1002.3,28.9,76.7,33.48,5.616,29.4275
1002.5,28.9,78.5,32.76,5.639,29.4242
1002.6,28.9,77.6,32.76,5.657,29.4214
1002.8,28.9,78.1,34.92,5.686,29.4164
1003,28.9,79.1,37.44,5.711,29.4131
1003,28.7,79.5,36.72,5.744,29.409
1003,28.7,79,36.72,5.775,29.4054
1003,28.7,78.6,37.08,5.807,29.4049
1002.8,28.8,78.9,38.16,5.821,29.4021
1002.8,28.8,79.1,43.2,5.851,29.3979
1002.9,28.8,79.3,39.6,5.887,29.3982
1003,28.8,79.5,41.76,5.92,29.3975
1003.1,28.8,78.8,40.68,5.949,29.3956
1003.6,28.8,80.5,39.24,5.979,29.3956
1003.2,28.5,78.2,41.04,6.007,29.3984
1003.2,28.5,81,38.16,6.045,29.3976
1003.2,28.4,82.2,37.44,6.079,29.3972
1003,28.4,81.7,39.24,6.103,29.3959
1003.4,28.4,82.3,39.24,6.138,29.3972
1003.8,27.8,82.9,39.24,6.164,29.3978
1004.5,25.4,87.8,38.16,6.198,29.395
1004.9,25.9,91.6,33.84,6.223,29.3796
1004.5,25.6,88.8,25.92,6.254,29.3254
1004.4,25.9,85.9,19.08,6.282,29.2788
1004.6,26.4,82.8,23.4,6.308,29.2464
1004.8,26.9,81.8,33.12,6.331,29.2408
1004.7,26.5,85.3,36.72,6.352,29.2188
1004.5,26.2,87.1,26.28,6.382,29.0802
1004.3,26.2,86.8,23.04,6.381,29.0133
1004.2,26.4,86.1,23.76,6.41,29.0904
1004.2,26.8,86.5,25.56,6.421,29.1755
1003.9,27.3,84.7,28.8,6.442,29.2011
1003.5,27.5,83.5,30.6,6.439,29.2613
1003.3,27.7,83.9,35.64,6.45,29.2715
1003,28.1,81.5,37.8,6.478,29.287
1002.8,28.4,81.7,37.44,6.481,29.234
1002.8,28.1,82.2,38.52,6.489,29.1558
1002.4,28.1,81.9,41.76,6.501,29.1475
1002.1,28.2,81.8,41.04,6.502,29.1472
1002.1,28.1,81.7,43.2,6.516,29.1523
1001.7,28.1,80.4,39.24,6.53,29.2168
1001.8,28.4,77.3,42.84,6.543,29.2377
1001.8,28.3,78.4,45,6.561,29.2509
1002,27.2,85.5,50.76,6.584,29.2652
1001.8,26.4,88.7,47.16,6.588,29.2697
1002,25.6,92,41.04,6.606,29.2818
1001.4,26.6,89.3,51.12,6.614,29.2936
1001.3,26.5,88.8,51.84,6.638,29.3102
1001,26.7,88.8,47.52,6.654,29.3182
1000.8,27,86,46.44,6.661,29.3203
1000.9,27.4,86.4,45.36,6.687,29.3238
1000.7,27.5,84.8,41.4,6.691,29.3242
1000.5,27.6,83.4,40.68,6.704,29.3279
1000.6,27.9,82.7,44.28,6.719,29.33
1000.6,26.8,88.2,68.76,6.714,29.3323
1000.6,27,82.3,64.44,6.726,29.333
1000.6,27.4,81.5,56.16,6.74,29.3306
999.8,27.6,81.5,55.44,6.732,29.3279
999.6,27.9,79.3,64.44,6.742,29.3239
999.8,28.4,78.8,60.48,6.734,29.3231
1000.3,28.9,75.3,64.8,6.729,29.317
1000.6,28.8,75.5,62.28,6.714,29.3125
1000.9,28.7,76.3,59.76,6.719,29.3136
1000.9,28.6,73.4,57.6,6.707,29.3144
1000.8,28.6,75.9,54,6.696,29.3109
1000.7,28.7,75.3,55.08,6.689,29.3105
1000.6,28.7,73,62.64,6.666,29.3066
1000.8,28.6,75.3,61.92,6.649,29.3008
1000.8,28.6,74.8,66.24,6.64,29.2967
1001.4,27.6,80.5,68.4,6.621,29.2906
1001.2,27.4,82.9,55.44,6.598,29.2853
1001.6,27.6,81.6,57.6,6.578,29.2802
1002,27.3,83.3,60.84,6.552,29.2646
1001.7,27.3,83.6,55.44,6.525,29.2524
1001.8,27.6,82.2,55.44,6.481,29.2505
1001.8,27.9,79.6,55.08,6.465,29.2499
1002,28,80.8,57.96,6.43,29.2508
1002,28,80,51.12,6.413,29.2508
1002.2,27.9,80.9,54,6.37,29.2578
1002.4,27.9,80.6,58.68,6.345,29.2615
1002.5,27.6,81.9,50.4,6.313,29.2661
1002.7,27.6,82.4,49.68,6.277,29.2592
1002.8,27.6,83.5,50.76,6.249,29.2462
1002.8,27.6,81.3,55.8,6.214,29.2427
1002.9,27.7,82.5,48.6,6.194,29.2376
1003,27.9,80.9,51.84,6.143,29.2348
1003.2,28,80,52.92,6.119,29.2382
1003.1,28.2,77.9,57.96,6.103,29.2411
1002.9,28.3,76.9,57.6,6.053,29.2429
1003.2,27.9,80.2,59.76,6.03,29.2449
1003.3,27.4,85.7,54,6.007,29.2461
1003.2,27.4,83.1,57.96,5.972,29.2704
1003.3,28,82.6,56.88,5.956,29.2782
1003.2,27.8,80,58.32,5.934,29.2889
1003,28,77.7,54.36,5.929,29.2947
1003,28.3,77.4,50.4,5.895,29.3001
1003.1,28.2,78.4,51.48,5.894,29.2891
1003.2,28.4,76.4,53.64,5.878,29.2825
1003.3,28.4,75.5,55.8,5.848,29.2785
1003.3,28.4,75.7,59.04,5.863,29.2759
1003.2,28.4,76.7,53.64,5.849,29.276
1003,28.4,76.2,55.8,5.832,29.2867
1002.7,28.2,77.8,58.68,5.856,29.2932
1002.8,27.9,80.1,55.8,5.844,29.3112
1002.5,27.4,81.7,55.8,5.819,29.3279
1002.5,28.2,78.9,48.24,5.841,29.3319
1002.6,27.9,80.3,57.6,5.853,29.3437
1002.5,27.4,82.5,50.4,5.868,29.3562
1002.2,27.7,81.7,47.52,5.884,29.3628
1001.8,28,81.3,50.76,5.905,29.3612
1002.1,27.2,84.4,58.68,5.913,29.3665
1002.1,26.9,84,56.52,5.921,29.369
1002.1,26.7,87.4,44.28,5.932,29.3674
1002,26.5,87.9,40.68,5.928,29.3676
1001.8,26.7,88.3,43.2,5.894,29.3655
1001.8,27.1,84.2,47.16,5.914,29.3655
1001.7,27.3,83.4,50.76,5.93,29.3593
1001.3,27.3,82.4,59.04,5.925,29.3532
1001.3,27.2,81.8,50.04,5.971,29.3479
1001,27.3,82.1,47.88,5.962,29.3412
1000.9,27.6,83,49.32,5.947,29.3315
1000.9,27.9,80.4,47.88,5.964,29.3256
1000.7,28.2,79.3,56.16,5.924,29.3194
1000.5,28.1,80.3,50.04,5.937,29.3117
1000.8,27.9,79.4,57.6,5.961,29.3033
1000.9,27.7,82.5,55.08,5.956,29.2887
1000.7,27.6,83.2,47.16,5.928,29.2713
1000.7,27.8,82.2,47.88,5.89,29.2556
1000.4,28,82.3,46.08,5.939,29.2483
1000.5,28.1,80.4,41.4,5.889,29.2572
1000.6,28,81.6,51.48,5.954,29.2605
1001.1,27.8,82.4,47.16,5.935,29.2619
1001.2,27.6,81.1,51.84,5.921,29.259
1001,27.6,81.2,42.84,5.999,29.2546
1001.1,27.9,81.5,39.96,5.85,29.2506
1001.4,27.8,82.4,42.12,5.922,29.2422
1001.6,28,79.8,42.48,5.895,29.2329
1001.6,28.1,80.1,47.16,5.849,29.2242
1001.7,27.9,81.4,45.36,5.917,29.2141
1001.6,28,78.9,43.2,5.918,29.2124
1001.4,28.2,78.2,42.12,5.937,29.2106
1001.8,28.3,79,41.04,5.926,29.2138
1001.8,28.4,78.8,40.32,5.945,29.2147
1001.8,28.4,79.3,46.44,5.969,29.214
1002,28.5,78.8,51.12,5.956,29.2133
1002,28.4,79.1,44.64,5.897,29.2151
1002.3,28.5,78.5,43.2,5.923,29.2197
1002.4,28.6,78.6,47.16,5.935,29.2269
1002.7,27.5,84.4,50.4,5.95,29.2314
1002.9,27.1,83.4,39.24,5.925,29.2385
1003.3,27.4,84.2,42.84,5.967,29.2422
1003.4,27.6,84.8,37.44,5.996,29.2445
1003.6,27.8,83.9,44.28,5.982,29.2445
1003.5,27.8,83.8,42.12,5.977,29.2452
1003.5,27.3,85.2,51.12,6.038,29.2448
1003.8,26.6,86,44.64,6.068,29.2443
1003.9,26.6,87.2,38.88,6.083,29.2486
1004,26.8,84.6,34.2,6.137,29.2512
1004,27,84.3,28.8,6.127,29.2555
1003.9,27.4,83.6,30.96,6.139,29.2605
1004.2,27.7,83.6,34.2,6.174,29.2693
1004.2,28,82.6,39.6,6.215,29.2742
1004.5,28,82.3,38.16,6.231,29.2785
1004.3,28,81.2,55.44,6.251,29.2854
1004.5,27.5,81.3,50.76,6.294,29.2879
1004.5,27.6,82.1,39.6,6.33,29.2926
1004.5,27.8,80.6,38.52,6.35,29.2985
1004.5,27.9,80.7,32.76,6.364,29.3035
1004.6,28,83.1,28.8,6.394,29.312
1004.6,28,83,32.04,6.408,29.3122
1004.8,27.8,82.4,35.28,6.416,29.3097
1004.7,27.7,85.5,36.36,6.441,29.2929
1004.6,27.6,83.8,41.76,6.462,29.2985
1004.7,28.1,81.9,39.96,6.481,29.3135
1004.7,28.4,81.5,41.04,6.479,29.2948
1004.5,28.5,81.9,34.92,6.477,29.2895
1004.2,28.5,80.5,43.92,6.513,29.2913
1004.4,28.5,81.8,41.04,6.537,29.2909
1004.4,28.1,83.6,37.44,6.515,29.2841
1004.2,28.1,84.5,38.52,6.55,29.2756
1004,28.2,84.5,36.72,6.501,29.2785
1004,28.3,84,33.48,6.528,29.2784
1004,28.2,82.1,38.88,6.527,29.2756
1004,28.3,81.5,40.68,6.614,29.2784
1003.8,28.4,80.4,44.64,6.551,29.2834
1003.8,28.4,81,42.48,6.555,29.2841
1003.6,28.4,79.9,41.04,6.625,29.2854
1003.6,27.5,80.3,52.92,6.588,29.2844
1003.4,27.9,83.8,43.2,6.567,29.2907
1003.4,27.6,82.9,44.28,6.57,29.3081
1003.3,27.7,84,38.16,6.621,29.3182
1003.2,27.8,84.8,33.48,6.598,29.3333
1003.2,27.3,76.5,37.8,6.601,29.3509
1003.3,27,84.1,53.64,6.616,29.3631
1003.4,26.7,88.1,51.48,6.662,29.3743
1003,27.4,87,41.76,6.639,29.3846
1002.8,27.4,86.3,47.16,6.665,29.3968
1002.8,27.6,87,28.8,6.652,29.4054
1002.8,27.8,84.6,35.28,6.652,29.4158
1003,28,83.2,39.96,6.647,29.4139
1003.1,27.9,81.1,55.44,6.649,29.4
1002.9,26.8,81.1,51.84,6.637,29.3946
1003,26.9,82.8,43.2,6.652,29.3946
1003.1,27.1,84,40.32,6.628,29.3968
1003.3,27.3,84.2,38.52,6.637,29.4038
1002.9,27.4,83.9,38.52,6.642,29.4085
1003.1,27.6,83.1,39.6,6.647,29.4303
1003,27.3,81.4,37.8,6.59,29.4389
1003.2,27.5,81.2,39.6,6.608,29.4473
1003,27.7,82.3,38.52,6.568,29.4519
1003.2,27.7,83,37.44,6.553,29.4547
1003.2,27.8,81,39.96,6.53,29.4661
1003.2,27.9,80.4,42.84,6.502,29.47
1003.2,27.9,81.2,42.84,6.497,29.4702
1003.4,27.7,84.1,34.56,6.472,29.4737
1003.5,27.6,85.6,34.2,6.46,29.4618
1003.7,27.7,84.1,38.88,6.437,29.4657
1003.6,27.7,82.6,37.8,6.403,29.4611
1003.7,27.8,81.5,40.32,6.364,29.4465
1003.7,27.9,79.5,37.44,6.339,29.4375
1004,28,78.9,39.24,6.316,29.4332
1004.3,28.1,79.9,39.96,6.273,29.4352
1004.4,28.2,80.9,44.28,6.217,29.4395
1004.6,28.2,79.1,40.32,6.189,29.4401
1004.7,28.2,78.1,40.32,6.147,29.4472
1005,28.3,79.2,39.96,6.125,29.4465
1005.3,28.3,78.2,39.24,6.077,29.4503
1005.5,28.3,78.6,33.84,6.042,29.4583
1005.4,28.3,78.7,36,5.994,29.4626
1005.6,28.5,79.6,37.8,5.96,29.4659
1005.7,28.5,78.8,42.12,5.938,29.467
1005.6,28.5,77.7,40.32,5.881,29.4652
1005.9,28.5,78.1,40.68,5.847,29.4648
1005.9,28.5,78,38.16,5.821,29.4701
1005.9,28.6,78.4,39.6,5.806,29.4676
1005.8,28.6,77.8,43.92,5.76,29.4679
1006,28.6,79.1,43.56,5.713,29.4674
1006,28.5,79.6,41.4,5.703,29.4673
1005.9,28.2,79.4,45.36,5.667,29.4674
1005.8,28.4,79.4,43.56,5.643,29.4657
1005.7,28.3,79.2,41.4,5.636,29.4624
1005.7,28.4,79.4,41.04,5.592,29.4642
1005.7,28.4,80.2,42.12,5.609,29.4657
1005.6,28.6,78.6,46.44,5.586,29.4679
1005.5,28.5,79.4,43.92,5.586,29.4713
1005.3,28.6,80.4,55.44,5.572,29.4734
1005.8,26.8,82.9,47.88,5.561,29.476
1005.6,26.8,77.8,43.2,5.55,29.475
1005.5,27.4,75.1,34.56,5.553,29.472
1005.2,27.9,76,36,5.56,29.4702
1005,28.2,78.3,42.48,5.56,29.4724
1004.8,28.2,77.9,41.04,5.573,29.476
1004.7,28.3,80.3,44.28,5.568,29.4749
1004.5,27.5,76.2,49.32,5.596,29.4707
1004.4,27.6,78.1,45.36,5.607,29.4599
1004.1,27.3,77.9,40.68,5.596,29.4539
1004,27.8,75.8,41.4,5.616,29.4405
1004,27.9,79.1,39.96,5.632,29.4328
1003.8,28,79,38.16,5.651,29.4248
1003.6,28.1,78.4,38.88,5.651,29.4173
1003.4,28.3,76.8,42.48,5.657,29.412
1003.2,28.3,77.7,41.4,5.666,29.4106
1003.2,28.6,75.8,43.2,5.686,29.4078
1003.1,28.5,76.9,41.04,5.69,29.4054
1003,28.4,76.5,45,5.692,29.4016
1002.9,28.4,76.6,45.36,5.683,29.3968
1002.9,28.1,78.6,44.28,5.684,29.3889
1002.9,28,74.7,42.84,5.686,29.3836
1003,28,73,42.12,5.679,29.3823
1002.9,28.1,72.4,40.68,5.68,29.383
1002.9,28.2,75.2,36.36,5.677,29.382
1002.8,28.3,74.3,35.64,5.662,29.3823
