"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"474" 1006.3 27.7 74.1 37.44 6.685 28.9649
"475" 1011.3 25 76.7 43.56 6.347 27.3942
"476" 1011.9 25.4 80.9 40.32 5.435 27.9029
"477" 1008.4 28 81.6 8.28 6.375 29.356
"478" 1006.7 27.7 82.6 10.08 6.223 28.9032
"479" 1008.7 28.6 71.7 21.96 7.608 28.4665
"480" 1009.2 27 84.5 27.72 7.105 29.6969
"481" 1009.7 28.1 73.6 39.24 6.205 28.958
"482" 1008.2 27.8 81.9 38.16 5.796 29.435
"483" 1007.7 27.7 77.7 41.76 5.777 29.4012
"484" 1003 26.8 78.9 29.52 5.559 29.4651
"485" 1011 28 83.7 23.4 7.712 28.8695
"486" 1010.2 27.3 81 35.64 7.116 29.2414
"487" 1008.3 27.7 66.1 37.8 5.942 29.4885
"488" 1010.7 25.9 78.1 45.36 6.491 28.7327
"489" 1014 24.8 76.7 27 6.548 27.8718
"490" 1011.7 27.3 79.3 38.88 6.68 28.9451
"491" 1008.9 26 83.3 40.68 5.968 29.0811
"492" 1010.2 26.2 70.7 42.12 6.614 28.1564
"493" 1015 25.8 71.8 42.12 5.44 28.0378
"494" 1003.6 28.8 74.8 24.48 6.271 28.8909
"495" 1006.7 27.3 78.5 10.08 6.242 28.6575
"496" 1008.4 27.6 80 27 6.205 29.104
"497" 1012.5 27 78.5 41.76 7.264 29.1231
"498" 1011.4 26.7 81.9 39.6 6.16 28.9297
"499" 1009 27.8 77.1 32.4 5.091 28.9904
"500" 1012.8 25.3 73.1 32.4 5.274 28.1271
"501" 1005.9 28.6 74.7 38.52 6.025 29.2825
"502" 1008.7 28.8 74.6 44.28 4.735 29.1815
"503" 1009.9 28.4 80 33.84 6.382 29.3889
"504" 1013.1 26.7 76.1 28.8 5.865 29.2045
"505" 1010.1 27.3 70.2 42.12 5.47 29.471
"506" 1011 24.5 77.9 25.56 4.596 28.6612
"507" 1014.1 27.2 75.5 41.04 5.089 29.0164
"508" 1008.9 28.4 74.8 34.2 5.704 28.8622
"509" 1010.1 26 81.6 48.96 5.881 27.746
"510" 1010.7 26.1 82.8 40.32 6.321 27.8909
"511" 1010.1 27.7 74 34.2 5.253 29.3963
"512" 1008 28.6 78.8 32.76 5.485 29.3282
"513" 1010.6 25.1 75.8 35.64 6.765 28.328
"514" 1009 26.4 85.1 43.56 7.053 28.9069
"515" 1012.2 25.1 80.4 34.92 6.179 27.601
"516" 1009.9 26.2 80 39.96 5.563 29.0951
"517" 1012.8 25.6 74.1 32.76 6.616 27.909
"518" 1007.5 25.2 87.7 33.48 4.73 28.9554
"519" 1010.8 25.8 77.3 41.04 6.342 28.722
"520" 1007.8 26.6 77.2 50.76 5.255 29.2535
"521" 1008.6 27.4 77.3 36.36 6.546 29.0048
"522" 1007.9 27.3 77.9 7.56 6.218 28.644
"523" 1009.3 29.1 79.7 34.2 5.725 29.233
"524" 1010.9 27.2 80 36.36 5.225 29.1523
"525" 1012 25.1 74.4 43.92 6.279 27.4795
"526" 1009.7 26.4 76.3 39.6 6.94 29.2109
"527" 1005.1 26.8 83.5 23.76 6.722 29.5535
"528" 1009.5 25.2 85.5 29.88 5.362 29.2465
"529" 1009.7 29 77.6 37.08 5.739 29.2261
"530" 1007.9 26.9 81.6 47.88 5.72 28.949
"531" 1011.9 25.3 77.3 47.52 6.292 27.6888
"532" 1010.9 27.3 80.1 36 6.168 28.977
"533" 1011.3 28.8 75.8 26.28 5.079 28.9349
"534" 1012 27 73.5 24.84 6.221 29.1413
"535" 1010.1 27.4 74.7 35.28 6.312 29.0472
"536" 1009.3 27.6 69.8 39.6 6.607 29.1872
"537" 1012.3 27.3 72.6 41.04 6.57 29.42
"538" 1005.9 27.3 72.4 14.76 5.491 28.6525
"539" 1006.7 28.1 78.4 29.16 7.026 29.4396
"540" 1001.8 27.4 77.1 15.84 5.636 29.341
"541" 1009.8 27.3 74.4 32.4 6.084 29.1053
"542" 1010.2 28.6 73.8 21.96 7.033 28.6236
"543" 1011 25.1 73.7 32.76 5.358 28.1983
"544" 1009.1 28.5 74.9 28.8 4.622 29.0176
"545" 1006 25.3 84.1 41.4 5.557 28.7971
"546" 1007.5 25.8 87.8 39.24 4.712 28.9775
"547" 1011 26.1 85.7 46.44 6.672 28.792
"548" 1015.9 24.4 82.3 34.2 6.227 27.5293
"549" 1009 28.7 75.9 32.4 5.083 29.1013
"550" 1011.7 25.5 81 41.04 5.656 27.9239
"551" 1006 27.1 80.7 6.12 5.302 29.7284
"552" 1011.5 28.9 78.5 25.56 5.258 28.8216
"553" 1010.4 27.5 78.7 29.52 6.213 29.3159
"554" 1012 27.1 77.8 37.44 5.991 29.4217
"555" 1007.2 27.6 78.5 32.4 6.121 28.9741
"556" 1011.2 26.8 68.3 37.44 5.31 29.6403
"557" 1009.8 28.7 73.3 21.96 7.707 28.5009
"558" 1010.1 27.7 76.6 31.32 5.765 29.1998
"559" 1002.6 28.2 79.9 47.88 6.203 29.1979
"560" 1008.6 28.3 74.8 30.6 4.617 29.0038
"561" 1009.2 27.1 74.9 33.48 6.424 29.0168
"562" 1013.4 25.4 82.2 39.96 5.297 28.2172
"563" 1009.3 27.8 75.2 41.4 6.258 28.9598
"564" 1007.5 27.2 75.5 38.16 5.435 29.1425
"565" 1010.2 25.9 79.3 53.64 6.965 28.5875
"566" 1011.7 25.3 74 36.36 6.396 28.2016
"567" 1012 24.3 82.7 29.88 6.435 27.3246
"568" 1009.6 28.9 79 43.2 6.567 29.4454
"569" 1010.2 27.3 68.1 45.36 5.62 29.4495
"570" 1013.2 25.7 73.3 39.24 7.026 28.2142
"571" 1006.4 27.5 80 46.08 6.663 28.9705
"572" 1010.9 27.2 70.9 30.24 5.818 29.4343
"573" 1013.7 25.1 76.9 36.72 7.184 28.2889
"574" 1011.7 24.9 77.4 37.08 5.78 28.5323
"575" 1008.4 29 72.5 24.84 5.395 28.9318
"576" 1008.2 27.2 79.8 32.76 6.675 29.2719
"577" 1009.8 24.5 86.9 43.2 6.367 28.1834
"578" 1009.4 26.1 79.5 41.76 5.804 28.1774
"579" 1006.8 28.5 73.6 41.04 5.768 29.2256
"580" 1002.6 26.7 84 19.08 5.809 29.3609
"581" 1013.7 24.4 69 31.68 6.091 28.2431
"582" 1008 27 79 25.92 5.988 29.1527
"583" 1008.4 29.1 77.4 23.76 6.079 28.8143
"584" 1013.3 26.6 76.3 39.96 5.331 29.176
"585" 1008.4 26.6 80.7 26.64 5.594 29.1346
"586" 1011 26.8 77 40.32 5.352 29.2074
"587" 1009.7 25.5 88.7 37.8 5.593 29.1305
"588" 1002.1 27.8 83.1 34.56 6.77 29.4102
"589" 1012 28 67.1 25.56 6.334 29.0489
"590" 1009.7 27.4 74.1 37.8 6.104 29.0914
"591" 1012 27.5 71.1 45.36 5.006 29.8246
"592" 1013.3 25.4 77.4 48.6 6.497 27.6487
"593" 1010.7 24.8 78.8 32.76 4.899 28.6443
"594" 1002.7 26.7 77.9 27.36 5.823 29.4993
"595" 1007.1 28.5 74.2 9 6.629 29.069
"596" 1006.8 28.6 73.5 41.4 5.754 29.2354
"597" 1010 29.1 77.5 36 5.733 29.2235
"598" 1012.3 25.3 70.9 39.24 6.644 27.233
"599" 1006.7 27.6 82.8 11.88 6.032 28.7194
"600" 1009.7 26.1 69.4 46.08 6.544 28.0894
"601" 1007.8 26.6 86 15.48 5.47 29.7624
"602" 1003.6 28.5 81.2 36.72 5.609 29.5593
"603" 1007.9 26.3 83.5 39.24 6.537 28.9822
"604" 1007.8 28.5 77.7 43.56 6.806 29.4341
"605" 1009.8 26.9 79.8 41.76 5.789 29.0526
"606" 1003.7 25 88.5 37.08 5.955 29.2135
"607" 1013.7 25.2 77.3 36.36 5.325 28.2104
"608" 1009.4 26.2 81.2 35.28 6.845 29.0556
"609" 1008.9 26 78.7 37.44 5.454 29.2575
"610" 1010.6 25.6 74.8 40.68 6.304 27.5155
"611" 1012.1 26.9 74.7 37.08 6.335 29.3177
"612" 1009.6 27.3 76.4 31.68 6.062 29.1185
"613" 1007.5 26.7 78.1 48.24 6.035 28.9949
"614" 1010.8 27.3 80 45 7.351 29.1331
"615" 1006.3 28.7 70.4 34.56 5.279 29.1656
"616" 1011 24.4 79.6 22.68 5.802 28.3552
"617" 1008.5 28.7 74.7 47.52 4.731 29.168
"618" 1011.1 27.3 77.8 40.32 7.252 28.8205
"619" 1003.5 28.3 81 38.52 6.18 29.1453
"620" 1008 27.9 81.5 37.8 5.787 28.723
"621" 1009.4 26.1 83.1 42.84 5.85 29.0334
"622" 1011.9 25.2 81.6 52.92 6.391 27.8834
"623" 1008.1 27 78.9 43.92 6.525 28.8152
"624" 1007.8 25.8 85.3 42.12 7.199 29.1464
"625" 1014.6 24.8 74.9 36.36 6.647 27.528
"626" 1011.4 25.9 83 39.6 6.008 27.6466
"627" 1010.3 26.4 83.6 37.08 6.515 28.9596
"628" 1011 25.1 73.2 34.56 5.359 28.2044
"629" 1011.7 25.3 76.3 39.6 6.812 27.9813
"630" 1012.8 25.8 72.5 39.96 6.349 28.5072
"631" 1009.5 27.9 73.3 43.2 6.252 28.9526
"632" 1011.1 27.7 79.8 38.88 5.161 29.3341
"633" 1009.6 25.4 84.3 30.96 5.373 29.2515
"634" 1007.4 27.8 80.4 4.68 5.155 29.0871
"635" 1008.8 26.4 78.7 39.24 7.05 29.0423
"636" 1012.5 25.6 73.8 41.4 6.073 28.5817
"637" 1012.9 26.9 76 41.76 5.877 29.216
"638" 1010.6 26.7 83.2 38.16 6.501 28.8257
"639" 1007.9 27.5 79.9 28.08 6.391 29.0063
"640" 1012 26.9 75.2 39.6 6.351 29.3353
"641" 1009.1 28.8 73.7 44.28 4.758 29.2033
"642" 1010.2 27.9 78.1 14.04 5.105 28.5882
"643" 1009.5 28.7 79.2 30.96 6.028 29.4537
"644" 1007.9 28.2 77.4 37.44 7.413 29.8399
"645" 1012.6 23.7 83.3 34.56 5.268 27.9811
"646" 1014 24.3 77.6 22.32 5.876 27.8959
"647" 1007.5 28.3 78.1 31.68 5.995 29.3276
"648" 1012.1 25.5 74.4 42.48 5.613 28.5238
"649" 1003 28 77.7 54.36 5.929 29.2947
"650" 1013.3 25.1 77.6 39.96 6.447 27.2799
"651" 1012.5 25.2 73.7 35.28 6.311 27.8329
"652" 1010 28 75 39.96 5.327 29.3752
"653" 1010.7 27.3 79.4 40.68 7.235 28.9933
"654" 1005.6 26.8 77.8 43.2 5.55 29.475
"655" 1012.7 25.5 86.2 38.88 6.856 27.7142
"656" 1013.5 25 76.1 28.44 6.472 27.8539
"657" 1010.7 26.8 81.2 34.92 6.745 29.0443
"658" 1009.5 27.7 70.9 46.44 6.265 29.5569
"659" 1010.5 25.4 78.4 52.92 6.35 27.6946
"660" 1003.5 27.8 80.7 28.8 6.239 29.2074
"661" 1009.9 26.4 75.1 29.88 5.197 29.5273
"662" 1010.2 27.6 78.5 27.72 6.277 29.3081
"663" 1013.8 26.1 77 45.72 5.815 27.7102
"664" 1014.2 24.8 74.5 37.8 6.376 27.3949
"665" 1012.4 25.4 85 37.44 6.107 27.5112
"666" 1009.4 27.2 81.6 27.72 5.846 29.0548
"667" 1008 28.3 73.5 37.44 6.048 29.1542
"668" 1009.8 26.5 79.8 50.04 5.582 29.1342
"669" 1008.8 28.1 78.1 32.04 6.758 29.1436
"670" 1014.7 24.4 85.4 39.24 7.097 27.7898
"671" 1012.7 25.2 76.8 44.64 5.917 28.1883
"672" 1006.7 27.8 83.6 7.56 5.878 28.9746
"673" 1012.8 25.1 74.7 35.28 6.364 27.8649
"674" 1011.3 25.3 81.5 37.08 5.651 27.8172
"675" 1011.9 25.7 71.8 36 6.198 27.7192
"676" 1006.4 27.6 83.5 11.88 5.997 28.7039
"677" 1004.9 27.8 82.5 19.08 6.337 28.8942
"678" 1005.9 28.4 76.3 16.56 6.194 29.4682
"679" 1008.8 27.6 79.9 27 4.583 28.7191
"680" 1011.4 27.3 76.4 46.08 5.08 29.2682
"681" 1004.5 28.2 78.3 23.04 6.201 29.3824
"682" 1006 28.8 72.4 33.12 5.65 29.1835
"683" 1006.1 28.2 78.9 14.76 6.011 29.4504
"684" 1011.5 25.4 71.5 38.52 5.795 27.842
"685" 1011.5 25.6 70 36.72 5.879 27.8451
"686" 1013.1 24.9 74.8 39.6 6.578 27.4734
"687" 1011.1 26.1 76.2 32.4 5.42 28.9224
"688" 1008.5 25.6 87 43.56 6.36 28.9879
"689" 1005.4 27.1 83.6 30.96 5.494 29.496
"690" 1012.9 25 76.4 55.08 6.503 27.6458
"691" 1014.6 25.3 69.6 41.4 6.317 27.2966
"692" 1012.7 25 78.7 42.48 5.768 28.198
"693" 1010.1 28.8 75.3 42.48 5.553 29.5195
"694" 1013.4 25.3 76.5 42.12 6.175 27.6771
"695" 1010.5 27.3 79.2 39.24 7.187 28.9714
"696" 1006.7 28.4 80.6 18.72 6.5 28.9706
"697" 1003.9 28.4 78.6 31.68 5.859 29.5743
"698" 1004.6 27.7 79.3 28.8 5.909 28.9417
"699" 1010.9 25.5 75.4 43.56 6.427 27.6035
"700" 1003.5 28.9 77.6 20.16 6.362 28.9164
"701" 1007.7 27.4 75.4 39.6 5.566 29.1101
"702" 1007.2 28.8 70.7 16.2 7.117 28.4863
"703" 1010.4 25.1 73.1 34.56 6.874 27.8513
"704" 1008.4 26.1 83.6 64.44 6.235 28.7767
"705" 1012.9 25.2 82.4 48.96 6.551 27.8716
"706" 1014.2 23.8 88.6 39.24 6.984 27.7327
"707" 1009.5 28.7 73.9 43.2 4.86 29.2687
"708" 1012.1 25.7 76.4 42.48 6.536 27.3716
"709" 1010 25.1 83.2 37.08 4.959 28.0452
"710" 1015.9 24.5 81.5 32.4 6.231 27.4337
"711" 1006.8 29 79.7 38.88 5.465 29.2696
"712" 1006 28.6 77.7 33.84 6.593 28.8892
"713" 1012.6 24.1 83.6 22.32 5.552 28.372
"714" 1008.6 26 87.1 51.48 6.308 28.8544
"715" 1013.2 25.3 81.6 45 6.654 27.8623
"716" 1005.8 27.2 77.7 33.12 5.735 29.2434
"717" 1005.5 27.1 82.7 26.64 5.494 29.4865
"718" 1008.1 27.3 78.3 24.84 5.955 29.3307
"719" 1014.6 26.3 80.6 21.24 5.8 29.1806
"720" 1013.9 27.3 73.7 45.72 5.013 29.4417
"721" 1010.3 27.1 82.7 42.84 6.214 28.8191
"722" 1009.3 25.7 79.6 45.72 6.292 28.0389
"723" 1010.5 26.5 80.8 42.48 5.579 28.9399
"724" 1010.2 28 75.2 42.12 5.287 29.3674
"725" 1006.6 28.5 74.1 28.8 4.845 29.1402
"726" 1008.5 25.7 85.8 51.48 5.384 29.0277
"727" 1011.4 25.2 74.7 36 5.512 28.3586
"728" 1013.4 25 73.7 43.92 5.465 28.1398
"729" 1011 27.3 77.2 31.68 6.612 28.9221
"730" 1011.8 25.3 72 41.04 6.726 27.6035
"731" 1013.7 25.9 78.8 42.84 5.349 28.2705
"732" 1012.8 26.9 77 37.44 5.291 29.4593
"733" 1008.8 26.8 82.8 51.48 5.837 28.9945
"734" 1012 27.5 78.2 43.92 5.555 28.8943
"735" 1011.2 26.4 72.6 33.12 6.599 28.171
"736" 1011 26.6 76.8 47.16 5.631 29.1797
"737" 1009.7 25.3 70.3 37.44 7.225 28.1003
"738" 1009.5 26.6 80.8 35.28 5.848 29.1475
"739" 1009.4 27.4 81 28.08 5.615 28.9429
"740" 1006.6 27.2 81 48.6 6.703 28.9666
"741" 1010.6 26.2 83.7 40.32 7.005 28.763
"742" 1009.2 27.6 77.3 43.92 5.11 29.1946
"743" 1003.7 28.4 78 40.68 6.257 29.2639
"744" 1002.2 27.5 82.1 18.36 5.526 29.3275
"745" 1013.3 24.3 76.4 39.24 6.634 27.5693
"746" 1006 28.4 77.7 16.56 6.166 29.4775
"747" 1013 25.1 70.3 39.6 6.451 27.7157
"748" 1008.8 26 85.9 50.76 7.109 28.9333
"749" 1008.8 26.8 84.2 41.04 5.374 29.0468
"750" 1010.3 25.6 80.4 46.44 6.373 27.5992
"751" 1014.3 25.2 80.7 31.32 6.28 28.2782
"752" 1009.2 26.3 78.1 44.64 5.933 28.1017
"753" 1006.1 27.8 74.7 8.28 6.434 28.7759
"754" 1011.7 25.7 70.7 34.56 6.112 27.593
"755" 1012 25.5 77.4 44.28 6.669 27.2978
"756" 1004.4 28.6 78.4 31.32 5.773 29.3869
"757" 1010.1 28.1 75.4 37.8 6.252 28.9842
"758" 1008.2 28.3 73.8 29.88 7.063 29.3272
"759" 1009.1 26 82.3 26.28 6.999 29.1914
"760" 1015.1 25.7 67.1 48.6 5.075 28.365
"761" 1011.9 25.8 86.9 47.16 5.634 29.2141
"762" 1007.4 28 76 39.96 5.869 28.9911
"763" 1008.5 27.5 69.8 37.08 6.727 29.1453
"764" 1013.5 27.6 76.7 29.16 5.033 29.3574
"765" 1011 26.5 76.2 36.36 6.085 29.4145
"766" 1007 27.6 81.9 20.52 6.507 29.3711
"767" 1013.5 25.2 71.7 34.56 5.307 28.4063
"768" 1011.6 24.2 84.8 46.08 5.742 28.5196
"769" 1006.7 28.7 78.8 37.8 5.82 29.1979
"770" 1009.7 25.7 82.2 38.52 5.112 28.9215
"771" 1011.6 27.5 79.4 34.56 5.413 29.0066
"772" 1007.8 28.5 78.4 43.92 6.557 29.5999
"773" 1005.2 26.6 83.3 27.36 6.051 29.4886
"774" 1006.7 27.9 81.1 31.68 5.52 29.2408
"775" 1004.3 28.6 79.6 26.64 6.691 28.6885
"776" 1013.7 24.8 79.1 32.76 6.005 28.1555
"777" 1010.5 27 74.9 52.56 5.646 28.9822
"778" 1011 26.3 77.4 44.28 5.327 29.1663
"779" 1011 25.2 71.7 42.12 7.094 27.9519
"780" 1010.6 27 72 29.88 5.689 29.4501
"781" 1009.9 26 84.4 42.12 6.936 28.8227
"782" 1014.2 24.2 85.6 43.92 6.784 27.7272
"783" 1009.9 28.6 78.6 30.6 6.23 28.8142
"784" 1006.9 28.6 81.5 8.64 6.482 28.8203
"785" 1009.2 25.8 80.8 37.44 4.961 29.0359
"786" 1008.1 27.4 80.8 31.68 6.003 29.0966
"787" 1014.5 24.9 80.5 31.68 6.466 28.1218
"788" 1011 27 72.6 28.8 6.193 29.1489
"789" 1012.9 25.2 83.5 37.8 5.284 28.2844
"790" 1006.6 28.2 78.7 15.48 5.876 29.6072
"791" 1011.6 24.9 83.8 45 6.172 27.9055
"792" 1009.7 27.9 79.9 38.16 6.45 29.5073
"793" 1011.7 24.6 74.8 34.92 5.572 28.2259
"794" 1003.9 28.2 77.1 32.04 6.44 29.0272
"795" 1010 27.6 79.5 38.16 5.908 29.0182
"796" 1014.9 25.2 80.6 28.8 7.064 28.2169
"797" 1012.1 24.9 75.2 49.32 6.44 27.4434
"798" 1010.6 24.1 82.8 58.68 6.384 27.6936
"799" 1008.1 27.8 80.9 18 4.705 28.9814
"800" 1007.8 27.2 86.9 9.36 6.296 29.1618
"801" 1009.8 26.3 78.2 48.6 6.128 28.8112
"802" 1009.6 26.3 76.7 40.68 6.564 28.7775
"803" 1013.4 24.7 79.3 43.92 5.434 27.9351
"804" 1012.2 25 76.3 36 5.972 28.5106
"805" 1006.5 26.4 87.8 19.44 4.845 29.0513
"806" 1011.8 25.8 75.5 33.84 6.333 27.1003
"807" 1004.9 27 82.4 28.44 6.361 29.5399
"808" 1012.4 27.1 77.2 41.04 6.438 29.0797
"809" 1005.6 27 83.9 20.88 6.219 28.9597
"810" 1012.6 26.2 84.5 33.48 6.666 28.9716
"811" 1012.3 27.5 80.4 41.04 5.505 29.0243
"812" 1008.1 27.9 81.3 6.84 6.238 29.2582
"813" 1009.6 27.9 77.3 44.28 6.49 28.8918
"814" 1012.3 27.5 80.6 42.84 5.421 29.0526
"815" 1002.9 28.3 77 27.36 7.099 29.5054
"816" 1009.2 28.6 80.1 42.84 5.88 29.26
"817" 1008.5 28.5 79.4 32.04 6.257 29.2994
"818" 1012 26.4 83.9 45.36 5.478 29.1226
"819" 1007.6 27.2 76.4 35.28 6.423 29.0944
"820" 1008.6 28.6 77.3 32.04 5.688 29.4861
"821" 1008 26.6 76.5 48.6 6.625 28.6728
"822" 1006.8 28.7 73.5 42.48 5.763 29.2295
"823" 1009.1 28.7 76 30.24 5.077 29.1041
"824" 1006.2 27.6 84.6 13.68 6.485 29.006
"825" 1008.8 26.3 85.1 44.64 7.089 28.9329
"826" 1005 28.5 78.2 19.08 6.493 28.8476
"827" 1012.1 25.9 83.3 35.64 6.717 27.5375
"828" 1007.9 28.3 74.9 12.24 5.722 29.6682
"829" 1013.8 26.3 82 33.12 6.624 29.0313
"830" 1013.6 25.1 76.8 36.72 5.43 28.2281
"831" 1008.6 27.7 72.6 42.84 6.2 29.0785
"832" 1006 27.2 82.7 20.52 6.118 29.1534
"833" 1013 25.7 82.7 38.88 5.961 27.9213
"834" 1009.8 28.6 75.4 23.76 6.867 28.5675
"835" 1005.4 28.1 68.8 10.8 5.853 28.6477
"836" 1012.2 26.9 70.3 34.92 6.521 29.2412
"837" 1004.8 26.6 74.2 24.84 6.08 29.2344
"838" 1010.8 27.4 79.2 42.84 6.274 28.8489
"839" 1008.7 26.7 72.2 50.76 6.228 28.8659
"840" 1012.5 27 80.9 34.56 6.92 29.0875
"841" 1011.9 25.4 77.2 49.68 6.273 27.6288
"842" 1010.7 26.4 77.9 42.12 7.173 29.1635
"843" 1007.7 27.6 83.1 6.84 7.483 28.6407
"844" 1010.8 26.3 77.1 45.36 7.153 29.1476
"845" 1003.8 28.7 75.3 26.28 6.394 28.8652
"846" 1009.9 25.7 82.1 46.8 6.137 28.949
"847" 1015.9 24.6 82 33.48 6.233 27.4819
"848" 1012.5 25.8 82.6 46.44 6.092 27.7146
"849" 1010.8 25.4 74.6 42.12 6.36 27.5902
"850" 1008.3 27.2 79.5 47.88 5.82 29.3975
"851" 1009.5 26.3 78.3 45 6.149 28.7964
"852" 1007.1 27.4 86 9 6.226 29.1194
"853" 1012.4 25 76.6 42.12 5.278 28.0167
"854" 1011.8 27.3 78.9 37.08 6.807 28.9461
"855" 1013.9 25.6 77.8 39.24 5.556 27.9673
"856" 1010.2 26.1 72.7 52.56 7.241 28.2859
"857" 1013 27.4 71.3 36.36 6.106 29.4992
"858" 1011.7 25.5 77.9 41.76 6.697 27.3418
"859" 1006 26.4 80.1 23.04 5.757 29.2427
"860" 1010.5 27.4 73.8 40.68 7.048 29.2584
"861" 1014 25.1 76 40.68 6.52 27.5722
"862" 1009.2 26.7 83 45.36 5.851 28.9514
"863" 1010.7 26.6 76.3 42.84 5.482 29.1127
"864" 1008.8 26.4 78.3 39.6 7.101 29.061
"865" 1011.1 25.6 79.9 43.2 6.307 27.6001
"866" 1011.4 27 68.6 30.6 6.714 29.4807
"867" 1011.4 26.9 70.2 30.24 6.727 29.4864
"868" 1006.2 28.5 78.6 38.16 6.272 29.1949
"869" 1012.5 25.1 80.8 41.04 6.531 27.6565
"870" 1009.5 27.3 75.3 32.76 6.471 29.084
"871" 1013.6 25.2 77.4 33.48 5.353 28.2174
"872" 1009.6 27.9 78.3 36.36 6.566 29.4396
"873" 1011.2 25.4 84.1 33.12 6.556 27.609
"874" 1003 27.4 78.7 21.24 5.438 29.4962
"875" 1007.9 27.9 72.5 39.24 5.486 29.1363
"876" 1005.4 27.3 84.7 20.16 6.272 29.0951
"877" 1011.6 24.7 84.7 19.08 4.902 28.9895
"878" 1011.5 26.9 77.6 33.48 6.389 28.5706
"879" 1010.3 26.1 70.5 43.56 6.603 28.1567
"880" 1014.9 24.2 79.7 46.8 5.406 27.9953
"881" 1012.1 25.5 73.3 30.24 6.219 27.7622
"882" 1007.6 28 74.7 38.52 5.704 29.3739
"883" 1013.9 24.8 76.3 47.52 5.344 28.1441
"884" 1014.1 25 71 37.08 6.764 28.3338
"885" 1010.8 25.9 80.7 44.64 5.902 27.8274
"886" 1009.2 25.5 77.2 42.48 6.683 27.4535
"887" 1010.2 26.1 81.5 47.52 5.918 27.6523
"888" 1010 26.7 80.1 28.44 5.476 29.159
"889" 1012.6 25.7 76.8 50.76 6.562 28.2319
"890" 1011.4 27.3 75.4 41.4 6.326 29.1162
"891" 1008 27.8 70.8 37.8 6.288 29.2945
"892" 1012.9 25.1 77.6 48.96 6.351 27.6458
"893" 1002.5 27 84.1 12.24 5.568 29.386
"894" 1011 24.5 79.2 22.68 5.758 28.3456
"895" 1012.6 25.2 79.3 41.04 5.749 27.3833
"896" 1011.3 25.2 84.6 38.52 6.434 27.6089
"897" 1008.4 29 73.3 23.4 5.92 28.8339
"898" 1012.8 24.3 73.5 25.2 5.812 28.2527
"899" 1008.8 27.7 77.9 42.84 6.241 28.8416
"900" 1010.7 27.2 81.7 37.08 7.293 29.1647
"901" 1013.5 24.4 83.7 38.16 5.752 27.6101
"902" 1014 24.5 82.6 33.48 6.532 28.1245
"903" 1015.2 25.4 69.8 46.44 4.731 28.3905
"904" 1010 24.2 85.7 23.04 4.74 28.9195
"905" 1010.6 28.6 75.6 29.52 5.279 29.0851
"906" 1012.4 24 83.2 31.32 5.368 28.0818
"907" 1008.7 28.5 78.7 31.68 6.759 29.4596
"908" 1010.4 27.4 72.2 39.6 5.309 29.5514
"909" 1009.8 28.8 75.8 44.28 5.552 29.4211
"910" 1008.5 28.2 76.4 34.92 6.282 28.9095
"911" 1009.1 27.1 82.6 38.16 5.667 29.2508
"912" 1009.5 25.2 70.5 37.08 7.404 28.1705
"913" 1006.7 27.2 76 45.72 6.707 28.9827
"914" 1009.1 25.6 81.6 36 4.96 29.0638
"915" 1009 26.2 75.7 38.52 5.73 29.2367
"916" 1007 28.3 78.3 38.16 7.31 29.8955
"917" 1013.3 24.1 74 26.64 5.354 28.1738
"918" 1011.4 25.4 81.4 52.56 6.23 27.8881
"919" 1010.5 26.1 83 38.52 7.039 28.7605
"920" 1008.5 26.1 82.8 43.92 5.958 29.0497
"921" 1008.9 25.7 83.8 47.88 6.784 28.9848
"922" 1012.9 27.1 82.4 31.68 5.565 28.983
"923" 1006.3 27.3 79.2 46.44 6.669 28.9674
"924" 1005.6 28.3 74.8 30.24 6.878 29.4775
"925" 1008.8 27 81.5 45.36 5.723 28.9877
"926" 1010.7 25.9 78.2 41.04 6.344 28.7206
"927" 1010.1 27.1 72.9 45.72 5.412 28.9901
"928" 1007.5 27.3 86.5 9.36 6.298 29.1919
"929" 1008.2 26.6 81.3 15.48 5.525 29.7573
"930" 1009.8 27.6 81.4 36 5.048 29.1026
"931" 1013.5 25.2 71.1 39.24 7.389 28.2812
"932" 1010.5 25.4 77.1 45 6.284 27.5009
"933" 1013.2 24.4 73 57.96 5.904 28.4824
"934" 1014.2 25.5 77.2 37.08 5.493 28.0464
"935" 1012.9 26.1 67.3 47.88 5.341 28.6653
"936" 1005.2 28.4 80.5 27.72 6.38 29.208
"937" 1008.8 27.7 75.3 3.96 6.474 28.5545
"938" 1012.7 27 80.3 37.8 7.286 29.1213
"939" 1011.3 27.5 77.8 39.6 7.248 28.829
"940" 1009.7 28.9 78.9 42.84 6.618 29.475
"941" 1007.5 28.7 77.2 33.12 5.359 29.4907
"942" 1007.4 27.2 85.7 10.08 6.216 29.1602
"943" 1012.3 24.9 87.1 54 6.535 28.4526
"944" 1013.8 25.1 78.3 36.36 6.784 27.6809
"945" 1011.9 25 78.6 37.44 5.241 28.0927
"946" 1012.7 25.2 75 49.32 6.32 27.6358
"947" 1010.6 27.5 77.3 40.32 7.143 28.8034
"948" 1010 27.2 80.4 34.56 7.056 29.2587
"949" 1013.6 24.9 77.6 41.4 6.506 27.4583
